name,team,Pos,wRC,oWAR,offWAR,atBats,plateAppearances,hits,doubles,triples,homeRuns,walks,hitByPitch,sacFlies,sacBunts,intentionalWalks,strikeouts,doublePlays,steals,caughtStealing,runs,rbis,avg,obp,slg,ops,wOBA,wRAA,wSB,spd,ubr,PosAdj
김도영,Tigers (KBO),3루,168.5259724,10.43460256,10.17626923,540,620,188,29,10,38,58,7,7,1,7,110,10,40,4,142,108,0.348148148,0.42003231,0.65,1.07003231,0.443947334,57.43240263,5.705287654,8.915608841,7.625002013,0.258333333
로하스,Wiz (KBO),우익,158.2641401,7.293989753,8.131489753,572,670,188,39,1,32,79,6,4,0,9,115,10,2,1,108,112,0.328671329,0.420895522,0.568181818,0.989077341,0.429454854,52.76989534,0.086022371,3.227369912,-5.041020175,-0.8375
김혜성,Heroes (KBO),2루,124.5113436,5.443265092,5.208681759,505,563,165,26,4,11,45,4,7,0,2,61,6,30,6,90,75,0.326732673,0.38365897,0.459405941,0.84306491,0.381786784,18.65458543,2.407404465,6.776134422,2.874827691,0.234583333
송성문,Heroes (KBO),3루,148.895759,7.882900669,7.633734002,523,598,178,29,4,19,62,3,8,0,2,80,5,21,0,87,104,0.340344168,0.409698997,0.520076482,0.929775478,0.416224168,39.52596344,4.515941321,6.376050025,2.395435257,0.249166667
홍창기,Twins (KBO),우익,144.8888414,5.58538928,6.38163928,524,637,176,18,3,5,93,12,4,1,3,93,8,10,11,96,73,0.335877863,0.446540881,0.410305344,0.856846224,0.410565318,38.65341928,-4.689257706,4.521485387,-1.997768767,-0.79625
구자욱,Lions (KBO),좌익,161.5933032,6.790847003,7.500847003,493,568,169,39,1,33,51,12,6,2,4,73,6,13,4,92,115,0.342799189,0.416961131,0.626774848,1.043735979,0.434156532,47.2924616,0.277167223,4.787875153,-0.961158792,-0.71
오스틴,Twins (KBO),1루,150.1828194,5.519159804,6.777493137,527,604,168,32,3,32,55,3,13,0,6,82,9,12,8,99,132,0.318785579,0.38410596,0.573055028,0.957160989,0.418041845,40.9734077,-2.508674298,4.831069084,-0.889802036,-1.258333333
박민우,Dinos (KBO),2루,126.2984996,5.031059992,4.813559992,452,522,149,26,2,8,49,9,4,4,4,78,5,31,7,75,50,0.329646018,0.407335907,0.449115044,0.856450952,0.384310731,18.55716216,1.957635799,6.115126892,1.52080196,0.2175
김주원,Dinos (KBO),유격,99.81856715,2.989758292,2.402258292,381,470,97,18,2,9,49,25,5,9,1,111,4,16,6,61,49,0.254593176,0.373101952,0.3832021,0.756304052,0.346913911,-0.115272013,-0.443873969,6.121355404,1.081728902,0.5875
에레디아,Landers (KBO),좌익,143.4816214,5.18285608,5.91660608,537,587,194,31,1,21,25,13,9,0,3,73,12,4,3,82,118,0.361266294,0.400340716,0.540037244,0.940377959,0.408577943,34.50276661,-0.843289536,3.36074448,-3.843416276,-0.73375
박동원,Twins (KBO),포수,112.8656384,3.909403079,2.871903079,434,498,118,22,0,20,53,0,7,2,2,112,14,1,0,58,80,0.271889401,0.348790323,0.460829493,0.809619816,0.365339902,8.661054547,0.413384452,1.866956485,-5.25540821,1.0375
김지찬,Lions (KBO),중견,115.446358,5.101835278,4.878918612,453,535,143,16,3,3,58,9,1,12,2,40,5,42,4,102,36,0.315673289,0.405353728,0.38410596,0.789459689,0.368984575,11.1709464,6.125137371,7.721813988,4.743102346,0.222916667
강승호,Bears (KBO),2루,104.8996666,3.688691232,3.452857899,521,566,146,34,7,18,28,7,4,2,4,158,8,16,5,81,81,0.280230326,0.328014184,0.476007678,0.804021862,0.354089797,3.748806737,0.16950355,6.792359748,2.310268701,0.235833333
최정,Landers (KBO),3루,140.886631,5.925400409,5.697900409,464,546,133,27,2,35,54,20,7,0,1,114,10,5,1,91,101,0.286637931,0.380952381,0.579741379,0.96069376,0.404913115,30.17755559,0.590082075,4.585657506,-1.088633584,0.2275
문보경,Twins (KBO),3루,130.4304372,5.220071363,4.969238029,519,602,156,35,3,22,62,2,13,3,3,112,14,7,6,80,101,0.300578035,0.372287145,0.506743738,0.879030883,0.390146144,24.76365653,-2.214099394,3.76964783,-2.957176845,0.250833333
데이비슨,Dinos (KBO),1루,141.4391655,4.336289893,5.511289893,501,564,152,23,1,46,34,17,7,0,5,142,12,0,1,90,119,0.303393214,0.368794326,0.628742515,0.997536841,0.405693443,31.59367847,-0.426459356,2.347474795,-4.254320183,-1.175
이재현,Lions (KBO),유격,106.2988039,3.035287895,2.462787895,389,458,101,18,1,14,57,8,3,0,1,83,8,2,1,71,66,0.259640103,0.364628821,0.419023136,0.783651957,0.356065757,3.899722023,-0.026459356,3.812014011,-2.145383713,0.5725
권희동,Dinos (KBO),좌익,134.27523,4.089350211,4.728100211,416,511,125,22,1,13,76,10,6,2,1,63,10,4,0,66,77,0.300480769,0.416502947,0.451923077,0.868426024,0.39557603,23.67616545,1.089475032,3.69623504,-3.034638378,-0.63875
소크라테스,Tigers (KBO),좌익,118.3861244,3.719173915,4.471673915,552,602,171,30,3,26,37,4,5,0,4,91,7,13,5,92,97,0.309782609,0.358803987,0.516304348,0.875108335,0.37313632,14.96224546,-0.379218016,5.320489065,0.033711709,-0.7525
박찬호,Tigers (KBO),유격,94.18340303,2.666057198,1.948557198,512,574,157,24,1,5,47,1,6,7,1,43,9,20,13,86,61,0.306640625,0.363315697,0.38671875,0.750034447,0.338955537,-4.513266243,-4.11450991,4.988146237,-0.586651864,0.7175
박성한,Landers (KBO),유격,108.793973,4.018639117,3.318639117,486,560,145,24,0,10,60,2,6,3,3,86,11,12,3,77,66,0.298353909,0.377019749,0.409465021,0.786484769,0.35958961,6.657071863,0.746785606,4.164701606,-2.2174663,0.7
윤동희,Giants (KBO),중견,120.3280912,4.521946668,4.268196668,528,609,156,35,4,14,66,7,5,2,1,113,10,7,8,97,85,0.295454545,0.378912685,0.456439394,0.835352079,0.375878901,16.73493312,-3.480553866,4.793200839,-1.022412575,0.25375
레이예스,Giants (KBO),우익,135.6399477,5.241529693,6.025279693,569,627,200,40,3,15,44,1,11,0,2,81,16,5,0,88,109,0.351493849,0.393939394,0.51142355,0.905362944,0.39750338,30.20749332,1.309324748,4.170252928,-2.61402114,-0.78375
허경민,Bears (KBO),3루,122.118483,3.921516917,3.722766917,417,477,129,28,0,7,36,18,6,0,0,25,8,5,1,69,61,0.309352518,0.383647799,0.426858513,0.810506312,0.378407418,14.2621108,0.59835279,4.357408772,-1.482794412,0.19875
장성우,Wiz (KBO),포수,107.8333534,3.798152664,2.779402664,418,489,112,19,0,19,59,1,8,2,1,86,8,5,0,53,81,0.267942584,0.35523614,0.449760766,0.804996905,0.358232955,5.178055111,1.221655167,3.304684963,-3.055683638,1.01875
강민호,Lions (KBO),포수,117.3515373,3.961303676,3.01963701,403,452,122,19,1,19,33,8,6,0,2,52,17,3,0,48,77,0.302729529,0.365044248,0.496277916,0.861322163,0.371675203,10.60196779,0.805113737,2.540478715,-3.810711433,0.941666667
도슨,Heroes (KBO),좌익,143.4401463,3.835194832,4.371444832,382,429,126,31,2,11,39,6,2,0,0,54,10,2,2,69,57,0.329842932,0.398601399,0.507853403,0.906454802,0.408519369,25.1917687,-0.682844594,3.825235008,-2.244475782,-0.53625
양의지,Bears (KBO),포수,128.3458952,4.890111144,3.879694477,430,485,135,18,1,17,35,9,6,0,5,56,13,2,1,57,94,0.313953488,0.379381443,0.479069767,0.858451211,0.387202207,18.58412011,-0.009917925,2.7367317,-4.027257415,1.010416667
문상철,Wiz (KBO),1루,104.0893097,1.268200054,2.107783387,347,403,89,11,0,17,43,7,3,1,2,86,8,6,1,50,58,0.25648415,0.350746269,0.435158501,0.78590477,0.352945354,2.227743273,0.737149497,3.545778556,-2.037058896,-0.839583333
고승민,Giants (KBO),2루,111.690108,3.64324554,3.422828873,478,529,146,27,6,13,41,1,8,1,0,77,10,5,3,78,85,0.305439331,0.356060606,0.468619247,0.824679853,0.363679735,8.359576661,-0.704492829,5.373913459,0.123204897,0.220416667
김영웅,Lions (KBO),3루,94.97083835,2.492452508,2.280369175,456,509,115,16,3,28,45,3,4,1,0,155,2,9,2,65,79,0.252192982,0.320866142,0.484649123,0.805515265,0.340067608,-3.460377391,0.698959832,5.390409434,0.11510931,0.212083333
오지환,Twins (KBO),유격,104.8512453,3.128661129,2.593661129,370,428,94,24,2,10,51,4,1,2,0,106,8,17,4,67,59,0.254054054,0.349765258,0.410810811,0.760576069,0.354021413,2.806771715,1.001076643,5.858171395,0.728762934,0.535
정수빈,Bears (KBO),중견,100.1113358,3.869160773,3.61582744,510,608,145,21,3,4,70,9,8,10,1,72,8,52,13,95,47,0.284313725,0.376254181,0.360784314,0.737038494,0.34732738,0.091505747,2.320227094,6.983542985,3.346541555,0.253333333
김재환,Bears (KBO),지명,136.0536183,3.351273271,4.961273271,474,552,134,28,0,29,60,6,9,0,3,168,8,1,1,78,92,0.282700422,0.367753623,0.525316456,0.893070079,0.398087595,26.90283347,-0.209917925,2.499359122,-4.680182831,-1.61
페라자,Eagles (KBO),좌익,120.1143621,2.945927995,3.597177995,454,521,125,24,0,24,58,2,2,0,5,128,6,7,5,75,70,0.275330396,0.364683301,0.486784141,0.851467442,0.375577058,14.16622303,-1.605684304,3.642267098,-2.638758774,-0.65125
박건우,Dinos (KBO),우익,145.3809253,3.533735302,3.986235302,323,362,111,23,1,13,30,4,2,0,3,54,7,4,0,58,53,0.343653251,0.408839779,0.541795666,0.950635445,0.411260273,22.20710807,0.978647448,4.215297023,-1.423402493,-0.4525
문성주,Twins (KBO),좌익,123.1040884,2.324584921,2.775834921,305,361,96,16,2,0,49,3,3,1,0,38,4,13,7,47,48,0.314754098,0.411111111,0.380327869,0.79143898,0.37979936,11.27472945,-1.710184066,5.406069487,0.143803831,-0.45125
손호영,Giants (KBO),3루,126.2285934,3.791144143,3.613644143,394,426,125,26,4,18,15,9,5,1,2,63,6,7,4,70,78,0.317258883,0.355294118,0.540609137,0.895903255,0.384212005,15.10409429,-1.018773074,5.927797326,0.751120218,0.1775
강백호,Wiz (KBO),지명,116.1607147,2.398152136,4.188985469,550,614,159,27,0,26,55,3,2,0,4,127,6,6,2,92,96,0.289090909,0.359934853,0.48,0.839934853,0.36999344,13.41340452,0.178358698,4.037701429,-2.401908527,-1.790833333
박해민,Twins (KBO),중견,83.14477681,2.193873527,1.96345686,482,553,127,16,6,6,46,11,9,5,0,101,3,43,13,72,56,0.263485477,0.335766423,0.358921162,0.694687585,0.323366014,-12.59997628,0.454061372,7.98399596,4.130483508,0.230416667
김민혁,Wiz (KBO),좌익,123.7745412,2.547270427,3.038520427,351,393,124,14,3,1,34,1,3,3,1,45,9,4,2,47,34,0.353276353,0.41025641,0.418803419,0.829059829,0.38074622,12.63033253,-0.259686592,4.253503771,-1.635441664,-0.49125
노시환,Eagles (KBO),3루,107.822013,3.910691765,3.661941765,524,597,142,19,2,24,50,11,4,0,8,129,10,6,0,88,89,0.270992366,0.353433836,0.452290076,0.805723912,0.35821694,6.312522692,1.4613546,4.731148104,-1.004459645,0.24875
김휘집,Dinos (KBO),유격,89.49732011,2.261258852,1.576258852,478,548,125,24,1,16,47,10,8,4,1,116,16,4,3,77,73,0.261506276,0.336397059,0.416317992,0.75271505,0.332337521,-7.780200263,-0.906146972,3.385588329,-2.951064243,0.685
이주형,Heroes (KBO),우익,104.091879,2.544006521,3.210256521,469,533,126,19,3,13,48,14,1,0,1,117,4,6,0,82,60,0.268656716,0.354596623,0.405117271,0.759713894,0.352948982,2.948221282,1.453083885,5.950789765,1.051260045,-0.66625
양석환,Bears (KBO),1루,107.7952851,2.012245553,3.24766222,533,593,131,25,1,34,48,7,3,1,1,128,15,5,3,83,107,0.245778612,0.315878378,0.487804878,0.803683256,0.358179193,6.248802346,-0.730959117,3.419891065,-2.691221028,-1.235416667
최원준,Tigers (KBO),중견,106.3892458,3.174325893,2.963492559,436,506,128,23,3,9,50,8,5,7,0,66,6,21,9,75,56,0.293577982,0.372745491,0.422018349,0.79476384,0.356193485,4.370289483,-1.368367822,6.13499127,1.333003933,0.210833333
라모스,Bears (KBO),우익,120.525195,2.067415575,2.502415575,311,348,95,19,3,10,26,3,6,1,1,60,5,3,3,43,48,0.305466238,0.360230548,0.482315113,0.84254566,0.376157265,9.655541264,-1.187199981,4.527381671,-0.844185533,-0.435
신민재,Twins (KBO),2루,105.5475592,3.326119865,3.128619865,387,474,115,11,6,0,63,5,3,15,1,47,7,32,11,78,40,0.297157623,0.40087146,0.356589147,0.757460607,0.355004796,3.554597023,-0.436476437,7.96143409,4.468078067,0.1975
황성빈,Giants (KBO),중견,111.7743207,4.01670573,3.849622396,361,401,116,15,8,4,31,2,1,6,0,55,3,51,9,94,26,0.32132964,0.37721519,0.440443213,0.817658403,0.363798666,6.382492622,4.58366203,10.88400509,7.480069312,0.167083333
최지훈,Landers (KBO),중견,97.79667209,3.615336157,3.389502824,482,542,133,22,7,11,50,2,2,6,0,71,5,32,5,89,49,0.27593361,0.345149254,0.419087137,0.764236391,0.344058449,-1.614315848,3.40754884,8.296950787,5.00179525,0.225833333
최형우,Tigers (KBO),지명,116.3929211,1.821581744,3.241998411,425,487,119,23,2,22,48,5,5,0,4,86,5,1,1,67,109,0.28,0.361396304,0.498823529,0.860219833,0.370321378,10.79183754,-0.2396925,3.624728046,-2.482160934,-1.420416667
김상수,Wiz (KBO),유격,90.32787501,1.968749314,1.443749314,369,420,102,18,4,4,37,6,1,7,0,59,12,3,2,60,45,0.276422764,0.351089588,0.379403794,0.730493382,0.333510489,-5.49137724,-0.496077739,4.869493975,-0.575051883,0.525
안치홍,Eagles (KBO),지명,115.6595242,1.768735047,3.31456838,470,530,142,21,0,13,48,6,4,1,1,70,10,3,2,64,66,0.30212766,0.372400756,0.429787234,0.80218799,0.369285623,11.21926796,-0.424949588,2.944685077,-4.148634572,-1.545833333
김선빈,Tigers (KBO),2루,112.7741868,3.024316935,2.830150269,423,466,139,23,0,9,30,5,0,7,0,39,13,5,1,48,57,0.328605201,0.379912664,0.446808511,0.826721174,0.365210747,8.046912298,0.588427932,3.016431396,-3.633837541,0.194166667
최인호,Eagles (KBO),좌익,103.992491,1.138984276,1.438984276,207,240,59,13,2,2,24,3,2,4,0,31,3,3,0,36,22,0.285024155,0.36440678,0.396135266,0.760542045,0.35280862,1.29528481,0.71413587,5.7715207,0.380422079,-0.3
이지영,Landers (KBO),포수,70.39411572,1.329926,0.438259334,394,428,110,11,1,5,18,7,2,7,0,35,10,8,1,44,50,0.279187817,0.320665083,0.350253807,0.67091889,0.305358635,-17.12899549,1.148728499,4.451749326,-1.037139672,0.891666667
전준우,Giants (KBO),지명,122.9351756,2.212456877,3.609540211,420,479,123,26,2,17,48,5,5,1,0,83,11,3,1,57,82,0.292857143,0.368200837,0.485714286,0.853915123,0.379560809,14.85072555,0.170232358,3.422415575,-2.875555802,-1.397083333
황영묵,Eagles (KBO),2루,102.4915031,1.841578053,1.680328053,348,387,105,8,4,3,30,5,1,3,0,56,6,4,7,52,35,0.301724138,0.364583333,0.373563218,0.738146552,0.350688819,1.303414334,-3.518454781,5.036520597,-0.331679018,0.16125
서호철,Dinos (KBO),3루,84.86165467,1.404080718,1.172414052,501,556,140,18,3,10,30,16,3,6,0,99,15,1,3,65,60,0.279441118,0.338181818,0.387225549,0.725407367,0.325790709,-11.37793081,-1.482988969,3.254131514,-3.214939707,0.231666667
이성규,Lions (KBO),우익,103.3733475,1.580210443,2.023960443,302,355,73,10,1,22,31,15,3,4,0,109,5,9,2,56,57,0.241721854,0.339031339,0.5,0.839031339,0.351934222,1.618823568,0.649335541,5.578670458,0.221445317,-0.44375
정준재,Landers (KBO),2루,110.5225285,1.910755112,1.812421778,212,236,66,8,5,1,19,2,0,3,0,49,3,16,5,38,23,0.311320755,0.373390558,0.410377358,0.783767916,0.362030797,3.356929368,0.088450541,8.945962388,2.878837875,0.098333333
조수행,Bears (KBO),좌익,61.09113648,0.569605905,1.047105905,328,382,87,5,2,0,32,3,4,14,1,53,2,64,8,60,30,0.265243902,0.33423913,0.292682927,0.626922057,0.292220314,-20.09194578,7.818543408,8.555847224,3.644461421,-0.4775
나성범,Tigers (KBO),우익,116.6423779,2.161817452,2.691817452,374,424,109,17,1,21,37,4,7,0,1,98,8,0,0,51,80,0.29144385,0.356973995,0.510695187,0.867669182,0.370673678,9.538746891,0.183609877,2.123941392,-4.004182249,-0.53
한준수,Tigers (KBO),포수,101.3953819,1.978912117,1.32474545,285,314,86,22,0,7,20,2,6,0,1,48,7,0,0,38,41,0.301754386,0.347133758,0.452631579,0.799765337,0.3491408,0.592287866,0.1306773,2.12635315,-3.175510662,0.654166667
서건창,Tigers (KBO),1루,125.2042861,1.540461666,2.055044999,202,247,63,14,1,1,36,3,3,3,0,31,2,3,1,40,26,0.311881188,0.418032787,0.405940594,0.823973381,0.382765406,8.41552943,0.095795921,4.981373748,-0.310875362,-0.514583333
윤정빈,Lions (KBO),우익,117.9726654,0.932998664,1.167998664,161,188,46,4,1,7,22,3,2,0,0,47,1,1,3,26,20,0.285714286,0.377659574,0.453416149,0.831075724,0.372552404,4.567519671,-1.641786701,4.188508073,-0.645746328,-0.235
최재훈,Eagles (KBO),포수,96.36924053,1.962673485,1.241840152,278,346,72,10,0,4,33,21,6,8,0,58,10,0,0,34,37,0.258992806,0.372781065,0.338129496,0.710910561,0.34204253,-1.698179785,0.18526402,1.966534392,-3.368682714,0.720833333
채은성,Eagles (KBO),1루,113.31638,1.868976059,2.900226059,434,495,118,24,0,20,48,8,4,0,1,83,12,1,1,61,82,0.271889401,0.353535354,0.465437788,0.818973142,0.36597647,8.910487523,-0.231421785,2.269805488,-4.426805152,-1.03125
구본혁,Twins (KBO),유격,76.86440605,1.10214779,0.61589779,339,389,87,14,2,2,38,4,4,4,0,51,7,8,4,48,43,0.256637168,0.335064935,0.327433628,0.662498563,0.314496433,-12.16579078,-0.802231643,5.03043551,-0.322999679,0.48625
김헌곤,Lions (KBO),좌익,102.9558571,1.152367463,1.541117463,281,311,85,8,1,9,22,3,1,4,0,50,5,4,2,43,34,0.302491103,0.358306189,0.434163701,0.79246989,0.351344612,1.24266455,-0.340739601,4.217748899,-1.040750316,-0.38875
박준영,Bears (KBO),유격,88.18894119,1.019703113,0.754703113,186,212,42,9,2,7,21,3,1,1,0,58,3,2,0,25,28,0.225806452,0.312796209,0.408602151,0.721398359,0.330489737,-3.384813788,0.479398866,5.038374623,-0.147553945,0.265
이용규,Heroes (KBO),중견,128.0488322,1.973126273,1.878542939,183,227,56,5,2,1,31,9,1,3,0,33,4,2,2,27,12,0.306010929,0.428571429,0.371584699,0.800156128,0.386782674,8.606978735,-0.747356173,4.796871942,-0.424193171,0.094583333
제러드,Bears (KBO),우익,189.074294,2.789248345,3.000498345,144,169,47,16,1,10,21,3,1,0,0,35,0,4,0,29,39,0.326388889,0.420118343,0.659722222,1.079840565,0.472967117,20.34928631,0.872782294,5.875854924,0.332914845,-0.21125
김기연,Bears (KBO),포수,86.85484377,1.130583382,0.541000049,252,283,70,10,0,5,22,2,3,4,0,47,5,0,2,31,31,0.277777778,0.336917563,0.376984127,0.71390169,0.328605631,-5.028775829,-1.16224346,2.303063546,-2.548980226,0.589583333
오윤석,Wiz (KBO),2루,118.9198639,1.463160345,1.379410345,174,201,51,12,2,6,18,4,2,3,0,41,7,0,1,33,27,0.293103448,0.368686869,0.488505747,0.857192616,0.373890104,5.140722428,-0.558790799,3.95052804,-0.837828178,0.08375
오태곤,Landers (KBO),1루,100.9753421,1.223956157,1.823956157,247,288,68,16,0,9,29,1,3,6,2,73,4,27,4,43,36,0.275303644,0.354609929,0.449392713,0.804002642,0.34854759,0.379716578,2.934910921,5.912252263,0.524934068,-0.6
나승엽,Giants (KBO),1루,133.8465568,3.547489367,4.564156034,406,488,126,34,4,7,68,4,7,2,1,83,4,1,0,59,66,0.310344828,0.409465021,0.465517241,0.874982262,0.394970628,22.32772148,0.453083885,4.48311646,-1.539245022,-1.016666667
이도윤,Eagles (KBO),유격,78.16469506,1.127661699,0.662661699,334,372,93,10,3,1,26,3,3,6,0,55,5,6,4,49,46,0.278443114,0.333333333,0.335329341,0.668662675,0.316332792,-10.98025156,-1.207194072,5.489638048,0.214062629,0.465
맥키넌,Lions (KBO),1루,106.5987187,0.891597388,1.547847388,272,315,80,13,0,4,36,1,3,0,3,33,6,1,0,28,36,0.294117647,0.380952381,0.386029412,0.766981793,0.356489317,2.809831368,0.365414304,2.304670947,-3.446771794,-0.65625
손아섭,Dinos (KBO),지명,76.69188992,-0.43516891,0.594414423,331,353,95,16,0,7,16,0,4,2,0,65,1,6,2,45,50,0.287009063,0.316239316,0.398791541,0.715030857,0.314252794,-11.12222956,0.052643827,4.678069665,-0.636270029,-1.029583333
정훈,Giants (KBO),1루,98.40831463,0.565339273,1.234089273,281,321,74,19,0,9,35,0,4,1,0,62,3,1,1,30,47,0.263345196,0.340625,0.427046263,0.767671263,0.344922254,-0.690672788,-0.312474794,2.568571199,-2.705959687,-0.66875
김현수,Twins (KBO),좌익,106.5345768,2.574597479,3.303347479,517,583,152,36,2,8,46,9,9,1,1,76,10,6,1,61,69,0.294003868,0.357388316,0.417794971,0.775183287,0.356398732,5.149868113,0.819856649,4.203837513,-2.086249968,-0.72875
김태군,Tigers (KBO),포수,71.86273676,0.603204676,0.042788009,234,269,61,7,0,7,12,11,1,11,0,24,14,0,0,23,34,0.260683761,0.325581395,0.38034188,0.705923276,0.307432724,-10.23161576,0.115790013,0.898387819,-2.906294155,0.560416667
추신수,Landers (KBO),지명,108.8849831,1.001454807,1.879371473,252,301,71,14,1,5,37,4,6,2,0,68,2,5,1,40,37,0.281746032,0.37458194,0.404761905,0.779343845,0.359718141,3.615207196,0.50572078,4.932046907,-0.377213243,-0.877916667
심우준,Wiz (KBO),유격,75.15181614,0.590801857,0.350801857,169,192,45,4,0,3,17,1,0,5,0,29,3,7,1,22,28,0.266272189,0.336898396,0.343195266,0.680093662,0.312077793,-6.449201842,0.84617163,4.458844475,-0.488951215,0.24
신본기,Wiz (KBO),유격,88.56479276,0.667513919,0.477513919,122,152,34,3,0,3,16,3,2,9,0,28,3,2,0,18,19,0.278688525,0.370629371,0.37704918,0.747678551,0.331020541,-2.349620466,0.477744723,3.274236018,-0.952985063,0.19
배정대,Wiz (KBO),중견,93.23986001,1.692617299,1.495533965,404,473,111,25,1,7,49,4,7,8,1,114,5,9,7,49,59,0.274752475,0.35483871,0.393564356,0.748403066,0.337622999,-4.322419549,-2.508529923,4.034033284,-1.863710876,0.197083333
김태진,Heroes (KBO),유격,20.80144016,-0.841730574,-1.089230574,187,198,42,6,3,0,5,0,0,5,1,27,1,0,0,26,9,0.22459893,0.248704663,0.288770053,0.537474717,0.235320376,-21.19788654,0.062857436,6.015870823,0.342723366,0.2475
디아즈,Lions (KBO),1루,106.2843173,0.347769598,0.593602931,110,118,31,5,0,7,6,2,0,0,0,25,2,0,0,14,19,0.281818182,0.330508475,0.518181818,0.848690293,0.356045298,1.002421098,0.044661862,1.931684982,-1.011053649,-0.245833333
장진혁,Eagles (KBO),중견,94.05091213,1.406155755,1.270739088,287,325,76,16,0,9,29,3,1,5,0,72,6,14,6,56,44,0.264808362,0.3375,0.414634146,0.752134146,0.338768424,-2.613628358,-0.941468409,5.315738975,0.012487647,0.135416667
이유찬,Bears (KBO),3루,83.29584415,0.720138463,0.610971796,231,262,64,11,0,3,22,1,1,7,0,51,9,16,6,39,23,0.277056277,0.341176471,0.363636364,0.704812834,0.323579362,-5.916105546,-0.558009839,4.631517507,-0.516166655,0.109166667
